Country,League,Season,round,Date,Time,Home,Away,HG,AG,HxG,AxG,HExpG+,AExpG+,Res,PSCH,PSCD,PSCA
Mexico,Liga MX,2023/2024,1,2024/01/15,00:00,Necaxa,Atlas,2,1,1.4,0.3,1.67,0.615,H,3.23,3,2.66
Mexico,Liga MX,2023/2024,1,2024/01/18,01:00,Leon,Tigres UANL,1,2,1.5,1.4,1.275,1.67,A,2.52,3.31,3.04
Mexico,Liga MX,2023/2024,2,2024/01/20,03:10,FC Juarez,Cruz Azul,0,0,0.4,2,0.22,1.1,D,3.3,3.27,2.39
Mexico,Liga MX,2023/2024,2,2024/01/20,03:00,Atletico San Luis,UNAM Pumas,3,1,1.9,2.6,2.395,1.88,H,2.91,3.24,2.67
Mexico,Liga MX,2023/2024,2,2024/01/20,01:00,Puebla,Necaxa,1,2,1.8,1.2,1.44,1.56,A,2.35,3.47,3.18
Mexico,Liga MX,2023/2024,2,2024/01/20,23:00,Toluca,Mazatlan,4,1,2.7,2,3.285,1.55,H,1.46,5.01,6.73
Mexico,Liga MX,2023/2024,2,2024/01/21,03:10,Atlas,Tijuana,0,0,1.6,0.3,0.88,0.165,D,2.66,3.14,3
Mexico,Liga MX,2023/2024,2,2024/01/21,01:05,Club America,Queretaro,2,0,2.6,0.2,2.33,0.11,H,1.42,5.12,7.64
Mexico,Liga MX,2023/2024,2,2024/01/22,02:05,Santos Laguna,Monterrey,0,2,1.2,0.9,0.66,1.395,A,3.24,3.37,2.37
Mexico,Liga MX,2023/2024,2,2024/01/22,00:00,Tigres UANL,Guadalajara,1,0,0.4,0.9,0.67,0.495,H,1.79,3.62,5.09
Mexico,Liga MX,2023/2024,4,2024/01/25,01:00,Monterrey,Queretaro,1,1,1.9,0.8,1.495,0.89,D,1.42,4.8,8.37
Mexico,Liga MX,2023/2024,4,2024/01/25,01:00,Atletico San Luis,Tigres UANL,1,2,1,1.6,1,1.78,A,3,3.41,2.49
Mexico,Liga MX,2023/2024,4,2024/01/25,03:05,FC Juarez,Club America,0,2,1.3,2.2,0.715,2.11,A,4.87,4.01,1.74
Mexico,Liga MX,2023/2024,3,2024/01/27,23:00,Cruz Azul,Mazatlan,2,1,2.3,0.3,2.165,0.615,H,1.54,4.66,5.99
Mexico,Liga MX,2023/2024,3,2024/01/27,23:00,Leon,Santos Laguna,3,2,1.5,1.3,2.175,1.615,H,1.81,4.05,4.34
Mexico,Liga MX,2023/2024,3,2024/01/27,01:00,Puebla,Toluca,1,1,1,0.8,1,0.89,D,3.49,3.93,2.03
Mexico,Liga MX,2023/2024,3,2024/01/27,03:00,Tijuana,Guadalajara,1,1,0.8,1.6,0.89,1.33,D,2.48,3.33,3.08
Mexico,Liga MX,2023/2024,3,2024/01/28,03:05,Necaxa,Club America,0,0,0.6,0.6,0.33,0.33,D,5.62,3.98,1.66
Mexico,Liga MX,2023/2024,3,2024/01/28,01:00,Monterrey,Atletico San Luis,3,1,0.7,0.5,1.735,0.725,H,1.55,4.5,6.13
Mexico,Liga MX,2023/2024,3,2024/01/28,23:15,UNAM Pumas,Pachuca,3,1,1.1,1.4,1.955,1.22,H,2.03,3.61,3.85
Mexico,Liga MX,2023/2024,3,2024/01/29,01:00,Atlas,FC Juarez,2,1,1.5,0.8,1.725,0.89,H,1.99,3.37,4.35
Mexico,Liga MX,2023/2024,3,2024/01/29,03:00,Queretaro,Tigres UANL,1,1,0.6,2.2,0.78,1.66,D,5.05,3.48,1.83
Mexico,Liga MX,2023/2024,4,2024/01/31,03:05,Guadalajara,Toluca,3,2,2.2,1.9,2.56,1.945,H,2.22,3.54,3.38
Mexico,Liga MX,2023/2024,4,2024/01/31,03:00,Santos Laguna,Puebla,3,0,2.8,1.6,2.89,0.88,H,1.76,4.13,4.56
Mexico,Liga MX,2023/2024,4,2024/01/31,01:00,Cruz Azul,Tijuana,1,0,1.8,0.6,1.44,0.33,H,1.52,4.44,6.76
Mexico,Liga MX,2023/2024,4,2024/01/31,01:00,Mazatlan,Leon,2,2,0.5,1.8,1.175,1.89,D,3.35,3.5,2.25
Mexico,Liga MX,2023/2024,4,2024/02/01,03:00,UNAM Pumas,Necaxa,2,2,2.8,0.7,2.44,1.285,D,1.7,4,5.22
Mexico,Liga MX,2023/2024,4,2024/02/01,01:00,Pachuca,Atlas,4,3,2.1,1.4,2.955,2.12,H,1.94,3.6,4.21
Mexico,Liga MX,2023/2024,5,2024/02/03,23:00,Toluca,Leon,4,1,2.1,0.6,2.955,0.78,H,2.08,3.64,3.67
Mexico,Liga MX,2023/2024,5,2024/02/03,23:06,FC Juarez,Necaxa,2,2,1.6,0.9,1.78,1.395,D,2.24,3.41,3.46
Mexico,Liga MX,2023/2024,5,2024/02/03,03:00,Puebla,Mazatlan,3,2,1.6,0.4,2.23,1.12,H,1.95,3.85,3.89
Mexico,Liga MX,2023/2024,5,2024/02/03,01:00,Queretaro,Cruz Azul,1,3,0.9,2.2,0.945,2.56,A,4.17,3.48,2
Mexico,Liga MX,2023/2024,5,2024/02/04,03:10,Club America,Monterrey,1,1,1.2,0.7,1.11,0.835,D,1.78,3.58,4.76
Mexico,Liga MX,2023/2024,5,2024/02/04,01:10,Pachuca,Tijuana,3,2,2.7,1.9,2.835,1.945,H,1.52,4.47,6.67
Mexico,Liga MX,2023/2024,5,2024/02/04,01:05,Tigres UANL,UNAM Pumas,2,2,1.6,0.6,1.78,1.23,D,1.75,3.9,4.96
Mexico,Liga MX,2023/2024,5,2024/02/05,00:00,Atlas,Santos Laguna,3,0,2.9,0.7,2.945,0.385,H,2.27,3.42,3.39
Mexico,Liga MX,2023/2024,5,2024/02/05,01:00,Atletico San Luis,Guadalajara,0,2,0.5,2.4,0.275,2.22,A,3.13,3.42,2.4
Mexico,Liga MX,2023/2024,2,2024/02/08,03:00,Pachuca,Leon,3,2,0.9,1.1,1.845,1.505,H,2.35,3.73,3
Mexico,Liga MX,2023/2024,6,2024/02/10,23:00,Necaxa,Toluca,3,3,1.9,2.7,2.395,2.835,D,3.65,3.8,2.04
Mexico,Liga MX,2023/2024,6,2024/02/10,03:10,Tijuana,Queretaro,1,1,0.9,0.7,0.945,0.835,D,1.74,4.04,4.84
Mexico,Liga MX,2023/2024,6,2024/02/10,01:00,Mazatlan,Atlas,2,0,1.2,0.5,1.56,0.275,H,2.73,3.27,2.81
Mexico,Liga MX,2023/2024,6,2024/02/10,23:05,Guadalajara,FC Juarez,2,1,2.1,1,2.055,1,H,1.51,4.43,7.01
Mexico,Liga MX,2023/2024,6,2024/02/11,01:00,Leon,Club America,0,1,1.1,2.5,0.605,1.825,A,3.26,3.61,2.25
Mexico,Liga MX,2023/2024,6,2024/02/11,03:10,Monterrey,Pachuca,3,2,2.3,0.7,2.615,1.285,H,1.72,4.26,4.62
Mexico,Liga MX,2023/2024,6,2024/02/11,01:05,Cruz Azul,Atletico San Luis,3,0,3.3,0.6,3.165,0.33,H,1.64,4.27,5.34
Mexico,Liga MX,2023/2024,6,2024/02/11,18:00,UNAM Pumas,Puebla,3,0,1.5,0.5,2.175,0.275,H,1.7,4.13,5.02
Mexico,Liga MX,2023/2024,6,2024/02/11,03:10,Santos Laguna,Tigres UANL,0,3,0.9,2,0.495,2.45,A,3.59,3.57,2.13
Mexico,Liga MX,2023/2024,9,2024/02/15,03:00,Atlas,UNAM Pumas,0,0,0.4,0.5,0.22,0.275,D,3.09,3.08,2.64
Mexico,Liga MX,2023/2024,7,2024/02/17,23:00,Atletico San Luis,Tijuana,3,3,2.6,1.6,2.78,2.23,D,2.17,3.6,3.46
Mexico,Liga MX,2023/2024,7,2024/02/17,01:00,Queretaro,Necaxa,1,1,0.3,1,0.615,1,D,2.87,3.24,2.7
Mexico,Liga MX,2023/2024,7,2024/02/17,03:00,Mazatlan,Guadalajara,2,2,1.1,1.5,1.505,1.725,D,3.78,3.62,2.05
Mexico,Liga MX,2023/2024,7,2024/02/18,01:00,Pachuca,Club America,2,1,1.9,1.2,1.945,1.11,H,3.82,3.98,1.93
Mexico,Liga MX,2023/2024,7,2024/02/18,03:05,Cruz Azul,Tigres UANL,1,0,1,0.3,1,0.165,H,2.42,3.3,3.21
Mexico,Liga MX,2023/2024,7,2024/02/18,22:00,Atlas,Leon,0,1,1.5,1.8,0.825,1.44,A,2.76,3.37,2.71
Mexico,Liga MX,2023/2024,7,2024/02/19,02:10,Monterrey,Toluca,0,0,1.7,0.2,0.935,0.11,D,1.7,4.01,4.79
Mexico,Liga MX,2023/2024,7,2024/02/19,00:05,UNAM Pumas,Santos Laguna,3,0,2.2,0.2,2.56,0.11,H,1.62,4.26,5.63
Mexico,Liga MX,2023/2024,9,2024/02/21,03:00,Necaxa,Guadalajara,1,0,1.6,0.7,1.33,0.385,H,3.77,3.42,2.12
Mexico,Liga MX,2023/2024,9,2024/02/21,01:00,Puebla,Pachuca,1,4,0.3,2.1,0.615,2.955,A,4.08,4.16,1.83
Mexico,Liga MX,2023/2024,9,2024/02/22,03:00,Club America,Mazatlan,2,2,2.4,1.5,2.22,1.725,D,1.24,6.84,11.96
Mexico,Liga MX,2023/2024,9,2024/02/22,01:00,Toluca,Santos Laguna,1,0,1.1,0.4,1.055,0.22,H,1.49,4.97,6.35
Mexico,Liga MX,2023/2024,9,2024/02/22,03:00,Leon,Cruz Azul,2,3,0.8,2.3,1.34,2.615,A,2.8,3.68,2.5
Mexico,Liga MX,2023/2024,8,2024/02/24,03:00,FC Juarez,Monterrey,0,3,0.4,2.2,0.22,2.56,A,4.81,3.99,1.75
Mexico,Liga MX,2023/2024,8,2024/02/24,03:00,Necaxa,Pachuca,1,1,0.9,1.5,0.945,1.275,D,3.12,3.6,2.33
Mexico,Liga MX,2023/2024,8,2024/02/24,23:00,Leon,Atletico San Luis,1,0,1.1,1.1,1.055,0.605,H,2.03,3.89,3.57
Mexico,Liga MX,2023/2024,8,2024/02/24,01:00,Puebla,Queretaro,0,2,0.9,1.6,0.495,1.78,A,2.2,3.59,3.39
Mexico,Liga MX,2023/2024,8,2024/02/25,01:00,Tigres UANL,Atlas,1,1,1.1,1.2,1.055,1.11,D,1.57,4.05,6.76
Mexico,Liga MX,2023/2024,8,2024/02/25,03:10,Club America,Cruz Azul,1,0,0.9,0.7,0.945,0.385,H,2.05,3.67,3.73
Mexico,Liga MX,2023/2024,8,2024/02/25,18:00,Toluca,Tijuana,2,0,1.5,0.6,1.725,0.33,H,1.42,5.07,7.53
Mexico,Liga MX,2023/2024,8,2024/02/25,01:05,Guadalajara,UNAM Pumas,3,1,1.6,1.1,2.23,1.055,H,2.19,3.5,3.49
Mexico,Liga MX,2023/2024,8,2024/02/26,00:00,Santos Laguna,Mazatlan,1,0,1.8,0.5,1.44,0.275,H,2.07,3.66,3.66
Mexico,Liga MX,2023/2024,9,2024/02/28,01:00,Queretaro,Atletico San Luis,4,1,2.5,0.8,3.175,0.89,H,2.72,3.39,2.74
Mexico,Liga MX,2023/2024,9,2024/02/29,03:00,Tijuana,Monterrey,1,1,1,0.8,1,0.89,D,4.02,3.58,2
Mexico,Liga MX,2023/2024,9,2024/02/29,01:00,Tigres UANL,FC Juarez,1,0,1.1,1,1.055,0.55,H,1.39,5.06,8.78
Mexico,Liga MX,2023/2024,10,2024/03/02,03:00,Mazatlan,Necaxa,2,1,2.2,1.4,2.11,1.22,H,2.19,3.37,3.64
Mexico,Liga MX,2023/2024,10,2024/03/02,01:00,Atletico San Luis,Puebla,4,0,1.9,0.1,2.845,0.055,H,1.82,3.99,4.34
Mexico,Liga MX,2023/2024,10,2024/03/02,23:00,Toluca,Tigres UANL,2,1,2.7,0.5,2.385,0.725,H,1.96,3.69,4.03
Mexico,Liga MX,2023/2024,10,2024/03/02,01:00,Queretaro,Santos Laguna,0,1,0.3,1.1,0.165,1.055,A,2.52,3.23,3.11
Mexico,Liga MX,2023/2024,10,2024/03/03,01:05,Cruz Azul,Guadalajara,3,0,1.2,0.3,2.01,0.165,H,1.91,3.78,4.16
Mexico,Liga MX,2023/2024,10,2024/03/03,03:10,Atlas,Club America,1,5,1,4.9,1,4.945,A,4.27,3.59,1.93
Mexico,Liga MX,2023/2024,10,2024/03/03,01:00,Pachuca,FC Juarez,3,2,0.9,0.5,1.845,1.175,H,1.49,4.72,6.75
Mexico,Liga MX,2023/2024,10,2024/03/04,01:00,Monterrey,UNAM Pumas,3,0,2.6,0.4,2.78,0.22,H,1.69,4.01,5.24
Mexico,Liga MX,2023/2024,10,2024/03/04,03:00,Tijuana,Leon,1,1,1.7,1.1,1.385,1.055,D,2.32,3.67,3.09
Mexico,Liga MX,2023/2024,11,2024/03/09,03:10,FC Juarez,Toluca,1,1,0.5,0.7,0.725,0.835,D,3.83,3.74,2
Mexico,Liga MX,2023/2024,11,2024/03/09,03:00,Necaxa,Atletico San Luis,3,1,2.2,1.1,2.56,1.055,H,2.75,3.37,2.72
Mexico,Liga MX,2023/2024,11,2024/03/09,23:05,Guadalajara,Leon,1,2,1.7,1.5,1.385,1.725,A,2.01,3.64,3.89
Mexico,Liga MX,2023/2024,11,2024/03/09,01:00,Puebla,Atlas,2,2,1.9,0.7,1.945,1.285,D,3.37,3.35,2.31
Mexico,Liga MX,2023/2024,11,2024/03/10,01:00,Santos Laguna,Cruz Azul,3,0,1.2,1.5,2.01,0.825,H,4.48,3.92,1.81
Mexico,Liga MX,2023/2024,11,2024/03/10,18:00,UNAM Pumas,Tijuana,3,3,1,2.9,1.9,2.945,D,1.63,4.23,5.5
Mexico,Liga MX,2023/2024,11,2024/03/10,03:00,Club America,Tigres UANL,2,0,1,1.8,1.45,0.99,H,1.79,3.65,5.02
Mexico,Liga MX,2023/2024,11,2024/03/10,01:00,Pachuca,Queretaro,1,2,1.7,1.2,1.385,1.56,A,2.11,3.8,3.44
Mexico,Liga MX,2023/2024,11,2024/03/11,01:00,Monterrey,Mazatlan,2,1,1.4,2.1,1.67,1.605,H,1.41,5.09,8.05
Mexico,Liga MX,2023/2024,12,2024/03/16,23:00,Cruz Azul,Necaxa,1,2,1.7,1.5,1.385,1.725,A,1.44,4.87,8.07
Mexico,Liga MX,2023/2024,12,2024/03/16,03:00,Tijuana,Santos Laguna,2,2,3.2,1.4,2.66,1.67,D,1.84,3.76,4.54
Mexico,Liga MX,2023/2024,12,2024/03/16,01:00,Queretaro,FC Juarez,1,0,0.4,1,0.67,0.55,H,2.07,3.47,3.89
Mexico,Liga MX,2023/2024,12,2024/03/17,01:00,Tigres UANL,Mazatlan,5,1,1.9,1.5,3.295,1.275,H,1.62,4.27,5.56
Mexico,Liga MX,2023/2024,12,2024/03/17,03:05,Guadalajara,Club America,0,0,0.6,1,0.33,0.55,D,3.81,3.66,2.03
Mexico,Liga MX,2023/2024,12,2024/03/17,01:00,Leon,Puebla,2,1,2.6,1.2,2.33,1.11,H,1.53,4.67,6.04
Mexico,Liga MX,2023/2024,12,2024/03/17,23:00,Atlas,Monterrey,1,2,2,0.8,1.55,1.34,A,3.81,3.41,2.12
Mexico,Liga MX,2023/2024,12,2024/03/18,01:00,Toluca,UNAM Pumas,3,0,3.1,0.6,3.055,0.33,H,1.8,3.98,4.47
Mexico,Liga MX,2023/2024,12,2024/03/18,01:00,Atletico San Luis,Pachuca,2,1,1.1,0.6,1.505,0.78,H,3.64,3.76,2.05
Mexico,Liga MX,2023/2024,7,2024/03/24,01:00,FC Juarez,Puebla,4,3,1.5,1.4,2.625,2.12,H,2.02,3.83,3.58
Mexico,Liga MX,2023/2024,13,2024/03/30,02:00,Club America,Atletico San Luis,2,1,0.9,1.9,1.395,1.495,H,1.49,4.76,6.4
Mexico,Liga MX,2023/2024,13,2024/03/30,03:00,Mazatlan,Tijuana,2,0,1,0.4,1.45,0.22,H,2.34,3.78,2.93
Mexico,Liga MX,2023/2024,13,2024/03/30,01:00,Puebla,Tigres UANL,2,3,2.1,2.3,2.055,2.615,A,4.49,3.94,1.79
Mexico,Liga MX,2023/2024,13,2024/03/31,02:00,Pachuca,Toluca,2,3,1.6,1.6,1.78,2.23,A,2.28,3.68,3.1
Mexico,Liga MX,2023/2024,13,2024/03/31,02:00,Monterrey,Guadalajara,0,2,1.1,1,0.605,1.45,A,1.83,3.76,4.5
Mexico,Liga MX,2023/2024,13,2024/03/31,04:05,UNAM Pumas,Cruz Azul,0,0,0.9,0.4,0.495,0.22,D,3.2,3.6,2.26
Mexico,Liga MX,2023/2024,13,2024/04/01,00:00,Atlas,Queretaro,2,3,1.7,1.5,1.835,2.175,A,2.1,3.41,3.78
Mexico,Liga MX,2023/2024,13,2024/04/01,02:00,Necaxa,Leon,1,2,1.3,2,1.165,2,A,2.77,3.48,2.6
Mexico,Liga MX,2023/2024,13,2024/04/01,02:36,FC Juarez,Santos Laguna,2,1,2.1,0.4,2.055,0.67,H,2.28,3.52,3.2
Mexico,Liga MX,2023/2024,14,2024/04/06,04:10,Tijuana,Necaxa,2,3,1,1.6,1.45,2.23,A,1.75,4.07,4.56
Mexico,Liga MX,2023/2024,14,2024/04/06,02:00,Mazatlan,UNAM Pumas,0,4,1,0.9,0.55,2.295,A,2.54,3.51,2.82
Mexico,Liga MX,2023/2024,14,2024/04/07,04:05,Cruz Azul,Monterrey,2,1,0.9,0.1,1.395,0.505,H,1.98,3.73,3.81
Mexico,Liga MX,2023/2024,14,2024/04/07,02:05,Guadalajara,Puebla,3,2,2.2,1.3,2.56,1.615,H,1.37,5.34,8.14
Mexico,Liga MX,2023/2024,14,2024/04/07,04:05,Santos Laguna,Club America,1,1,0.9,1.9,0.945,1.495,D,5.5,4.07,1.64
Mexico,Liga MX,2023/2024,14,2024/04/07,00:00,Leon,Queretaro,0,2,1,2,0.55,2,A,1.89,3.75,4.17
Mexico,Liga MX,2023/2024,14,2024/04/07,02:00,Tigres UANL,Pachuca,0,3,0.9,1,0.495,1.9,A,2.52,3.63,2.77
Mexico,Liga MX,2023/2024,14,2024/04/07,19:00,Toluca,Atlas,4,1,1.2,0.5,2.46,0.725,H,1.47,4.85,6.69
Mexico,Liga MX,2023/2024,14,2024/04/08,01:00,Atletico San Luis,FC Juarez,2,3,0.6,1,1.23,1.9,A,1.87,3.94,4.05
Mexico,Liga MX,2023/2024,15,2024/04/13,02:06,Queretaro,Mazatlan,0,2,0.6,1.9,0.33,1.945,A,1.97,3.8,3.79
Mexico,Liga MX,2023/2024,15,2024/04/13,04:00,Puebla,Cruz Azul,0,1,1,2.4,0.55,1.77,A,6.05,5,1.49
Mexico,Liga MX,2023/2024,15,2024/04/13,04:00,Necaxa,Santos Laguna,2,0,2,0.1,2,0.055,H,2.02,3.48,3.96
Mexico,Liga MX,2023/2024,15,2024/04/14,02:05,Club America,Toluca,5,1,4.8,1.1,4.89,1.055,H,1.76,3.98,4.65
Mexico,Liga MX,2023/2024,15,2024/04/14,00:00,Pachuca,Guadalajara,0,1,0.9,0.4,0.495,0.67,A,2.11,3.61,3.52
Mexico,Liga MX,2023/2024,15,2024/04/14,04:10,Monterrey,Tigres UANL,3,3,2.6,1.8,2.78,2.34,D,2.14,3.47,3.58
Mexico,Liga MX,2023/2024,15,2024/04/15,03:06,FC Juarez,Tijuana,0,1,0.8,0.8,0.44,0.89,A,2.4,3.42,3.09
Mexico,Liga MX,2023/2024,15,2024/04/15,01:00,Atlas,Atletico San Luis,2,1,1.3,0.7,1.615,0.835,H,2.4,3.52,3.01
Mexico,Liga MX,2023/2024,15,2024/04/15,01:00,UNAM Pumas,Leon,1,0,1.5,0.5,1.275,0.275,H,2,3.95,3.57
Mexico,Liga MX,2023/2024,16,2024/04/20,02:00,Mazatlan,FC Juarez,0,2,1.6,1.8,0.88,1.89,A,2.08,3.82,3.44
Mexico,Liga MX,2023/2024,16,2024/04/20,04:10,Tijuana,Puebla,3,1,2.1,0.8,2.505,0.89,H,1.48,4.86,6.44
Mexico,Liga MX,2023/2024,16,2024/04/20,04:00,Atletico San Luis,Toluca,1,5,0.9,2.6,0.945,3.68,A,3.84,4.23,1.85
Mexico,Liga MX,2023/2024,16,2024/04/21,02:05,Tigres UANL,Necaxa,5,2,1.5,0.2,3.075,1.01,H,1.57,4.4,5.73
Mexico,Liga MX,2023/2024,16,2024/04/21,02:05,Guadalajara,Queretaro,2,0,0.8,0.8,1.34,0.44,H,1.57,4.35,5.82
Mexico,Liga MX,2023/2024,16,2024/04/21,00:00,Leon,Monterrey,2,0,1.8,0.8,1.89,0.44,H,2.94,3.67,2.38
Mexico,Liga MX,2023/2024,16,2024/04/21,04:10,UNAM Pumas,Club America,2,1,0.6,1.4,1.23,1.22,H,3.64,3.83,2.01
Mexico,Liga MX,2023/2024,16,2024/04/21,02:05,Santos Laguna,Pachuca,0,2,0.5,1.7,0.275,1.835,A,2.72,3.67,2.55
Mexico,Liga MX,2023/2024,16,2024/04/22,01:00,Cruz Azul,Atlas,2,2,3.1,2.6,2.605,2.33,D,1.37,5.36,8.35
Mexico,Liga MX,2023/2024,17,2024/04/27,04:10,Queretaro,UNAM Pumas,1,1,1.9,1.1,1.495,1.055,D,3.46,3.47,2.19
Mexico,Liga MX,2023/2024,17,2024/04/27,02:00,Puebla,Club America,1,2,0.4,0.9,0.67,1.395,A,6.42,5.27,1.44
Mexico,Liga MX,2023/2024,17,2024/04/28,00:06,FC Juarez,Leon,1,1,0.9,1.7,0.945,1.385,D,2.87,3.82,2.36
Mexico,Liga MX,2023/2024,17,2024/04/28,04:10,Atlas,Guadalajara,0,1,0.4,1.2,0.22,1.11,A,3.8,3.75,1.98
Mexico,Liga MX,2023/2024,17,2024/04/28,02:00,Tigres UANL,Tijuana,4,1,3.1,0.8,3.505,0.89,H,1.55,4.65,5.63
Mexico,Liga MX,2023/2024,17,2024/04/28,02:10,Pachuca,Mazatlan,1,1,1.5,0.9,1.275,0.945,D,1.61,4.57,5.06
Mexico,Liga MX,2023/2024,17,2024/04/28,02:00,Toluca,Cruz Azul,0,1,2.2,0.8,1.21,0.89,A,2.7,3.56,2.62
Mexico,Liga MX,2023/2024,17,2024/04/29,01:00,Santos Laguna,Atletico San Luis,0,3,1.6,1.6,0.88,2.23,A,2.19,3.73,3.23
Mexico,Liga MX,2023/2024,17,2024/04/29,01:00,Necaxa,Monterrey,2,5,1.2,1.5,1.56,3.075,A,3.29,3.54,2.24
Mexico,Liga MX,2023/2024,,2024/05/03,02:00,Necaxa,Queretaro,1,1,0.9,0.7,0.945,0.835,D,2.31,3.33,3.32
Mexico,Liga MX,2023/2024,,2024/05/03,04:15,Pachuca,UNAM Pumas,0,0,0.4,0.4,0.22,0.22,D,2.58,3.56,2.74
Mexico,Liga MX,2023/2024,,2024/05/06,03:06,Pachuca,Necaxa,2,1,3.2,0.4,2.66,0.67,H,1.59,4.29,5.69
Mexico,Liga MX,2023/2024,,2024/05/09,02:05,Guadalajara,Toluca,1,0,0.1,0.4,0.505,0.22,H,2.45,3.21,3.19
Mexico,Liga MX,2023/2024,,2024/05/09,04:16,Pachuca,Club America,1,1,1.4,0.6,1.22,0.78,D,3.21,3.55,2.27
Mexico,Liga MX,2023/2024,,2024/05/10,04:10,Tigres UANL,Monterrey,1,2,1.6,2.4,1.33,2.22,A,,,
Mexico,Liga MX,2023/2024,,2024/05/10,02:00,UNAM Pumas,Cruz Azul,0,2,0.7,2.1,0.385,2.055,A,,,
Mexico,Liga MX,2023/2024,,2024/05/12,01:00,Club America,Pachuca,1,1,2,0.6,1.55,0.78,D,2.08,3.76,3.49
Mexico,Liga MX,2023/2024,,2024/05/12,03:10,Toluca,Guadalajara,0,0,1.6,1,0.88,0.55,D,1.85,3.87,4.2
Mexico,Liga MX,2023/2024,,2024/05/13,04:10,Monterrey,Tigres UANL,1,1,1.4,0.6,1.22,0.78,D,2.47,3.44,2.97
Mexico,Liga MX,2023/2024,,2024/05/13,02:00,Cruz Azul,UNAM Pumas,2,2,2.6,0.9,2.33,1.395,D,1.99,4.09,3.47
Mexico,Liga MX,2023/2024,,2024/05/16,03:05,Guadalajara,Club America,0,0,0.8,0.6,0.44,0.33,D,3.48,3.13,2.34
Mexico,Liga MX,2023/2024,,2024/05/17,04:00,Monterrey,Cruz Azul,0,1,0.7,0.6,0.385,0.78,A,2.21,3.49,3.39
Mexico,Liga MX,2023/2024,,2024/05/19,03:00,Club America,Guadalajara,1,0,1,0.6,1,0.33,H,1.85,3.66,4.48
Mexico,Liga MX,2023/2024,,2024/05/20,01:00,Cruz Azul,Monterrey,1,2,1.7,2.5,1.385,2.275,A,2.37,3.42,3.14
Mexico,Liga MX,2023/2024,,2024/05/24,03:00,Cruz Azul,Club America,1,1,1.2,2.3,1.11,1.715,D,3.21,3.26,2.41
Mexico,Liga MX,2023/2024,,2024/05/27,02:00,Club America,Cruz Azul,1,0,1.6,1.3,1.33,0.715,H,1.88,3.55,4.48
Mexico,Liga MX,2024/2025,1,2024/07/05,23:45,Puebla,Santos Laguna,1,0,1.5,0.5,1.275,0.275,H,1.88,3.75,4.22
Mexico,Liga MX,2024/2025,1,2024/07/06,04:10,FC Juarez,Atlas,2,2,1.1,1,1.505,1.45,D,2.22,3.52,3.35
Mexico,Liga MX,2024/2025,1,2024/07/06,02:00,Queretaro,Tijuana,1,2,0.8,2.1,0.89,2.055,A,2.86,3.27,2.65
Mexico,Liga MX,2024/2025,1,2024/07/07,02:00,Guadalajara,Toluca,0,0,1.3,0.6,0.715,0.33,D,2.45,3.38,3.04
Mexico,Liga MX,2024/2025,1,2024/07/07,19:00,UNAM Pumas,Leon,4,1,2.1,0.7,2.955,0.835,H,2.24,3.59,3.24
Mexico,Liga MX,2024/2025,1,2024/07/07,04:00,Cruz Azul,Mazatlan,1,0,2,0.6,1.55,0.33,H,1.34,5.59,8.97
Mexico,Liga MX,2024/2025,1,2024/07/07,02:00,Tigres UANL,Necaxa,1,0,1.7,0.7,1.385,0.385,H,1.43,4.94,7.38
Mexico,Liga MX,2024/2025,1,2024/07/07,00:00,Atletico San Luis,Club America,2,1,1.2,1.1,1.56,1.055,H,4.66,3.98,1.75
Mexico,Liga MX,2024/2025,1,2024/07/08,02:06,Pachuca,Monterrey,0,1,0.9,1.7,0.495,1.385,A,2.57,3.29,2.95
Mexico,Liga MX,2024/2025,2,2024/07/13,04:00,Tijuana,Guadalajara,4,2,2.3,1.2,3.065,1.56,H,2.31,3.24,3.43
Mexico,Liga MX,2024/2025,2,2024/07/13,02:00,Club America,Queretaro,3,1,2.2,0.5,2.56,0.725,H,1.41,5.18,7.42
Mexico,Liga MX,2024/2025,2,2024/07/13,04:05,Atlas,Tigres UANL,1,1,0.6,1.6,0.78,1.33,D,4.19,3.74,1.93
Mexico,Liga MX,2024/2025,2,2024/07/13,04:00,Mazatlan,Atletico San Luis,2,2,3.1,1.9,2.605,1.945,D,2.31,3.66,3.06
Mexico,Liga MX,2024/2025,2,2024/07/14,04:10,Monterrey,Cruz Azul,0,4,0.4,1.9,0.22,2.845,A,2.18,3.37,3.58
Mexico,Liga MX,2024/2025,2,2024/07/14,02:00,Toluca,FC Juarez,3,2,2,1.1,2.45,1.505,H,1.42,5.02,7.33
Mexico,Liga MX,2024/2025,2,2024/07/14,02:05,Santos Laguna,UNAM Pumas,1,1,1.1,2.4,1.055,1.77,D,3.91,3.45,2.05
Mexico,Liga MX,2024/2025,2,2024/07/14,00:00,Necaxa,Puebla,4,1,2.4,0.9,3.12,0.945,H,2.06,3.76,3.54
Mexico,Liga MX,2024/2025,2,2024/07/14,00:00,Leon,Pachuca,0,0,0.3,0.9,0.165,0.495,D,3.39,3.62,2.16
Mexico,Liga MX,2024/2025,3,2024/07/17,02:00,Pachuca,Atletico San Luis,2,0,0.8,0.4,1.34,0.22,H,1.76,4.08,4.51
Mexico,Liga MX,2024/2025,3,2024/07/17,02:00,Queretaro,Guadalajara,0,2,0.6,2.2,0.33,2.11,A,3.64,3.32,2.18
