competition_code,competition_name,season,updated_at,model_updated_at,timezone,last_completed_match_date,next_fixture_date,matches_played,current_round,total_rounds,model_name,model_version,league_avg_goals
CSL,Chinese Super League,2026,2026-08-11T01:52:15+01:00,2026-08-10T10:51:18+01:00,Europe/London,2026-08-09,2026-08-14,171,18,30,Weighted Poisson on xG with Dixon-Coles Time Decay,v2.8,1.4805
