Date,Home Team,Away Team,Home Win Probability,Draw Probability,Away Win Probability,Home -1 Handicap,Home -2 Handicap,Away -1 Handicap,Away -2 Handicap
2026-08-23,Beijing Guoan,Changchun Yatai,0.800383464398475,0.13163545954797096,0.06798107605355407,0.5932965646368745,0.372664091991642,0.016661102289230935,0.0031111729437839006
2026-08-23,Beijing Guoan,Chengdu Rongcheng,0.42531147008231374,0.23363902667788955,0.3410495032397967,0.2208606329682452,0.09317542307559007,0.16042151036727384,0.06075874792288549
2026-08-23,Beijing Guoan,Chongqing Tonglianglong,0.6687823448708733,0.20287999124974979,0.12833766387937692,0.4163982009100189,0.21046537293360704,0.035321861087975324,0.007350414503983152
2026-08-23,Beijing Guoan,Dalian Yingbo,0.6641133103043818,0.1857007313741866,0.15018595832143158,0.4356278739377794,0.23813589548732414,0.050825435833388194,0.013478055286371088
2026-08-23,Beijing Guoan,Henan Songshan Longmen,0.5840437974405763,0.20853246020693292,0.20742374235249075,0.3560999393864514,0.1793924794071713,0.07972834763151614,0.024272216898200066
2026-08-23,Beijing Guoan,Liaoning Tieren,0.7119236337795887,0.15948608543330497,0.12859028078710635,0.5019540272743028,0.301397941067599,0.04442767873799366,0.012205026415566901
2026-08-23,Beijing Guoan,Meizhou Hakka,0.8393682801684881,0.09934321571596362,0.0612885041155483,0.6769828264950594,0.48148542562139246,0.01808396235830113,0.004244935623574039
2026-08-23,Beijing Guoan,Qingdao Hainiu,0.7383627677984127,0.150998964541764,0.11063826765982329,0.5303781113733461,0.32475168047656905,0.03576976606206818,0.009124833467424804
2026-08-23,Beijing Guoan,Qingdao West Coast,0.662817031058309,0.19048433921505345,0.14669862972663752,0.42858946491829175,0.22942912100646606,0.04764332591483036,0.012024276512173849
2026-08-23,Beijing Guoan,Shandong Taishan,0.5894791566443354,0.1904037197888291,0.22011712356683552,0.3796021807549566,0.20685323884153708,0.09484769488594132,0.03330507309342361
2026-08-23,Beijing Guoan,Shanghai Port,0.5779143888191446,0.19953740783261065,0.22254820334824477,0.3613491247924737,0.18920930244697712,0.09295630393757219,0.031316753501200244
2026-08-23,Beijing Guoan,Shanghai Shenhua,0.5075941082732781,0.21474355031032105,0.27766234141640084,0.295622047269675,0.14276179641877185,0.12488762182622049,0.045483999773983486
2026-08-23,Beijing Guoan,Shenzhen Xinpengcheng,0.7687856861359835,0.13826193674848125,0.09295237711553522,0.5679910254535047,0.35953093968403793,0.02836860770004876,0.006802817829837378
2026-08-23,Beijing Guoan,Tianjin Jinmen Tiger,0.6426770209307675,0.20002843920664623,0.15729453986258626,0.4042503593917295,0.2091518072101635,0.051486699163610046,0.013064686226391056
2026-08-23,Beijing Guoan,Wuhan Three Towns,0.7375284169771351,0.1500170446911585,0.11245453833170638,0.5315899882843149,0.32736559377153035,0.03704691649158657,0.009665033103109932
2026-08-23,Beijing Guoan,Yunnan Yukun,0.6774431308186833,0.1692265990084713,0.15333027017284534,0.46647227153440113,0.27328893392820525,0.057226965221926177,0.01714016720922627
2026-08-23,Beijing Guoan,Zhejiang Professional,0.6550848742452218,0.18051190328916344,0.16440322246561478,0.43673564530432385,0.24539938176838966,0.060966500622486826,0.018028337658115207
2026-08-23,Changchun Yatai,Beijing Guoan,0.15826865709152144,0.20698221660468186,0.6347491263037967,0.050426693535220724,0.01237450733695978,0.39109624883366356,0.1968524652423975
2026-08-23,Changchun Yatai,Chengdu Rongcheng,0.13037302259554576,0.20094292072355935,0.6686840566808949,0.03668159095773571,0.007830388174373265,0.41875254412334306,0.21344438549207134
2026-08-23,Changchun Yatai,Chongqing Tonglianglong,0.3130031880148053,0.3201809381707104,0.3668158738144843,0.10790237860007723,0.027808926797780936,0.13857836131371945,0.039395573043490895
2026-08-23,Changchun Yatai,Dalian Yingbo,0.28496135438807285,0.27455392048440996,0.44048472512751713,0.10603320800820612,0.030229222483620286,0.2055436318699103,0.07485052417572809
2026-08-23,Changchun Yatai,Henan Songshan Longmen,0.22297533637975625,0.2532563000017619,0.5237683636184819,0.0758178954830292,0.019702826943119752,0.2748513703853213,0.11429625874314528
2026-08-23,Changchun Yatai,Liaoning Tieren,0.3117981926802198,0.2602916239078962,0.427910183411884,0.12812124153628277,0.04105962965711743,0.20560869988730182,0.07808171211986425
2026-08-23,Changchun Yatai,Meizhou Hakka,0.44275576888054874,0.25143903554710473,0.3058051955723465,0.22130972473796529,0.08820901734301062,0.12790550769849035,0.042005167710612024
2026-08-23,Changchun Yatai,Qingdao Hainiu,0.34087614054324533,0.26844438459069914,0.39067947486605553,0.14345043379725192,0.04699638741795401,0.17609587590260897,0.062148035472997014
2026-08-23,Changchun Yatai,Qingdao West Coast,0.2898623361031302,0.2845818658444884,0.4255557980523813,0.10564921672804492,0.02931868424780341,0.1903298298797178,0.0658704284451785
2026-08-23,Changchun Yatai,Shandong Taishan,0.20659673271953657,0.21918292861394695,0.5742203386665164,0.07582589017007815,0.021782012169573563,0.3385438819714876,0.16301157472515165
2026-08-23,Changchun Yatai,Shanghai Port,0.2070087492275326,0.22959668686283818,0.5633945639096293,0.0730052598078888,0.01994959923658923,0.32127485515494075,0.14807010560858053
2026-08-23,Changchun Yatai,Shanghai Shenhua,0.16599830942458482,0.211775707202161,0.6222259833732542,0.05368004986780624,0.01337504997118787,0.37779952376755743,0.1869220719545603
2026-08-23,Changchun Yatai,Shenzhen Xinpengcheng,0.3731181469210763,0.271119179612907,0.35576267346601675,0.16319724047292675,0.055671474919885666,0.15189334099972251,0.05047769553526419
2026-08-23,Changchun Yatai,Tianjin Jinmen Tiger,0.27665325737274804,0.28671480078134426,0.4366319418459077,0.09726659584902299,0.025919563866109965,0.19626310577053152,0.06816227764559761
2026-08-23,Changchun Yatai,Wuhan Three Towns,0.3372418761185232,0.26479867496054116,0.39795944892093565,0.14270237227395524,0.04712992666836666,0.18287419675897887,0.06604850603992403
2026-08-23,Changchun Yatai,Yunnan Yukun,0.2771713165128576,0.24827784834881284,0.47455083513832963,0.1105570336971451,0.03447294828631339,0.245383318408079,0.10144531116083003
2026-08-23,Changchun Yatai,Zhejiang Professional,0.2655671142829151,0.25339713683296045,0.48103574888412454,0.10136469374945428,0.030003432816648575,0.24616570994699255,0.10016376366592596
2026-08-23,Chengdu Rongcheng,Beijing Guoan,0.5437079762289408,0.21633870907175087,0.23995331469930828,0.32018862763839623,0.15537079107569582,0.09829681144428333,0.0320984869590081
2026-08-23,Chengdu Rongcheng,Changchun Yatai,0.8216936579413417,0.1234102769616573,0.05489606509700095,0.6165581432228855,0.39135872340042716,0.011839709203226441,0.0019186030421272282
2026-08-23,Chengdu Rongcheng,Chongqing Tonglianglong,0.697633548556407,0.19648298042232593,0.10588347102126706,0.44046201303428617,0.22503493796409066,0.025608494851671236,0.004618377839531994
2026-08-23,Chengdu Rongcheng,Dalian Yingbo,0.6995088782980295,0.17810837286230988,0.12238274883966058,0.46694155541619514,0.2588908872944437,0.03672500082748009,0.008501880184379655
2026-08-23,Chengdu Rongcheng,Henan Songshan Longmen,0.6257300840531811,0.20370998640034668,0.17055992954647223,0.3891664290638418,0.19913785302848414,0.05831726255841146,0.01553745509586221
2026-08-23,Chengdu Rongcheng,Liaoning Tieren,0.7464557243929411,0.15027655860697087,0.10326771700008808,0.5357597638921876,0.32661954258886355,0.03173881728972881,0.007634866403102171
2026-08-23,Chengdu Rongcheng,Meizhou Hakka,0.8619303351110529,0.0900918928115383,0.04797777207740882,0.7048656648188113,0.5079734878641744,0.0125842809290932,0.0025861630610640673
2026-08-23,Chengdu Rongcheng,Qingdao Hainiu,0.7695704447680615,0.14166678879857225,0.08876276643336628,0.561997188721765,0.34902495140130013,0.025477610052141435,0.005681315239832082
2026-08-23,Chengdu Rongcheng,Qingdao West Coast,0.6968278176287999,0.18321706739406277,0.11995511497713737,0.4581754764043962,0.24856166401181193,0.03447442019317455,0.0075823283835505205
2026-08-23,Chengdu Rongcheng,Shandong Taishan,0.6366319848335259,0.18453912943666656,0.17882888572980754,0.4193975551693421,0.23287552305623,0.06901138073784313,0.021344584068482785
2026-08-23,Chengdu Rongcheng,Shanghai Port,0.6235265829189979,0.19451090047078198,0.18196251661022014,0.39849104866119833,0.21237796788166566,0.06791055152778405,0.02010478992764251
2026-08-23,Chengdu Rongcheng,Shanghai Shenhua,0.556628656468198,0.21369579984678141,0.22967554368502055,0.33183163024604806,0.1632152385292923,0.09245281530216026,0.029622278803369977
2026-08-23,Chengdu Rongcheng,Shenzhen Xinpengcheng,0.7968074952841282,0.12886709820830106,0.07432540650757073,0.5978095347372047,0.38352129995326584,0.020115024253883545,0.004212501869718099
2026-08-23,Chengdu Rongcheng,Tianjin Jinmen Tiger,0.6773879481588778,0.19348416733538573,0.12912788450573645,0.4332978222467309,0.2271592566714546,0.037384266996251386,0.008262981093951589
